group,num_ants,alpha,beta,evaporation_rate,q_percentage,iterations,fitness
40x160,80,0.5,1.0,0.3,0.1,50,22941.462091328292
40x160,40,1.5,1.0,0.7,0.1,50,17072.337687779996
40x160,40,1.5,1.0,0.3,0.1,100,21002.876138514417
40x160,80,0.5,3.0,0.3,0.1,100,22700.380984651976
40x160,80,0.5,1.0,0.7,0.2,100,21091.200211657888
40x160,80,1.5,1.0,0.3,0.1,100,22195.75294556834
40x160,80,1.5,1.0,0.3,0.2,50,20159.73909799961
40x160,80,1.5,1.0,0.3,0.2,100,21169.4045883327
40x160,80,1.5,1.0,0.7,0.1,50,19829.887183073646
40x160,80,1.5,1.0,0.7,0.1,100,19937.804128109237
40x160,80,1.5,1.0,0.7,0.2,50,19518.921518586438
40x160,80,1.5,1.0,0.7,0.2,100,19977.768360751386
40x160,80,1.5,3.0,0.3,0.1,50,24058.962181644907
40x160,80,1.5,3.0,0.3,0.1,100,21649.65125175533
40x160,80,1.5,3.0,0.3,0.2,50,22371.304209513826
40x160,80,1.5,3.0,0.3,0.2,100,22127.252263500006
40x160,80,1.5,3.0,0.7,0.1,50,20964.342067919046
40x160,80,1.5,1.0,0.3,0.1,50,20522.124266433955
40x160,80,1.5,3.0,0.7,0.1,100,20905.526465955554
40x160,80,1.5,3.0,0.7,0.2,100,20930.583809067342
40x160,20,0.5,1.0,0.3,0.1,50,20829.35206780534
40x160,20,0.5,1.0,0.3,0.1,100,19380.96637417063
40x160,20,0.5,1.0,0.3,0.2,50,22820.780022036983
40x160,20,0.5,1.0,0.3,0.2,100,19575.345743606435
40x160,20,0.5,1.0,0.7,0.1,50,21476.4997648792
40x160,20,0.5,1.0,0.7,0.1,100,19816.600787032643
40x160,20,0.5,1.0,0.7,0.2,50,20382.010145606888
40x160,20,0.5,1.0,0.7,0.2,100,18431.437849467515
40x160,20,0.5,3.0,0.3,0.1,50,22567.657820476208
40x160,20,0.5,3.0,0.3,0.1,100,21886.06321500287
40x160,20,0.5,3.0,0.3,0.2,50,24421.918168417906
40x160,80,1.5,3.0,0.7,0.2,50,21308.995836596867
40x160,20,0.5,3.0,0.3,0.2,100,21194.711488077366
40x160,80,0.5,3.0,0.7,0.2,100,21259.254766439197
40x160,80,0.5,3.0,0.7,0.1,100,22351.60921562819
40x160,40,1.5,1.0,0.3,0.2,100,20397.622631913306
40x160,40,1.5,1.0,0.7,0.1,50,19660.02866146101
40x160,40,1.5,1.0,0.7,0.1,100,19883.91150151863
40x160,40,1.5,1.0,0.7,0.2,50,19780.326811397972
40x160,40,1.5,1.0,0.7,0.2,100,19397.52014284943
40x160,40,1.5,3.0,0.3,0.1,50,20644.310185065064
40x160,40,1.5,3.0,0.3,0.1,100,22563.60045972249
40x160,40,1.5,3.0,0.3,0.2,50,21325.255124282383
40x160,40,1.5,3.0,0.3,0.2,100,22195.49797174673
40x160,40,1.5,3.0,0.7,0.1,50,21168.31945326892
40x160,40,1.5,3.0,0.7,0.1,100,20740.641770671682
40x160,40,1.5,3.0,0.7,0.2,50,20796.863991635175
40x160,80,0.5,3.0,0.7,0.2,50,21983.961027995803
40x160,40,1.5,3.0,0.7,0.2,100,20879.72731442677
40x160,80,0.5,1.0,0.3,0.1,100,21382.088402096975
40x160,80,0.5,1.0,0.3,0.2,50,21493.609062477502
40x160,80,0.5,1.0,0.3,0.2,100,21667.155603075847
40x160,80,0.5,1.0,0.7,0.1,50,24184.54247740464
40x160,80,0.5,1.0,0.7,0.1,100,20472.784691005836
40x160,80,0.5,1.0,0.7,0.2,50,19782.315406733305
40x160,80,0.5,1.0,0.7,0.2,100,20223.85240397535
40x160,80,0.5,3.0,0.3,0.1,50,23920.42909029442
40x160,80,0.5,3.0,0.3,0.1,100,23262.658797252898
40x160,80,0.5,3.0,0.3,0.2,50,24790.098480721477
40x160,80,0.5,3.0,0.3,0.2,100,22164.80324431008
40x160,80,0.5,3.0,0.7,0.1,50,21969.105275826867
40x160,80,0.5,1.0,0.3,0.1,50,22803.340633635755
40x160,80,0.5,3.0,0.3,0.1,50,22609.014450989525
40x160,20,0.5,3.0,0.7,0.1,50,22776.401402611278
40x160,20,0.5,3.0,0.7,0.2,50,19364.72905065948
40x160,40,0.5,3.0,0.7,0.1,100,20799.622297499965
40x160,40,0.5,3.0,0.7,0.2,50,22402.642283084493
40x160,40,0.5,3.0,0.7,0.2,100,20310.237513163236
40x160,40,1.5,1.0,0.3,0.1,50,20917.004407840766
40x160,40,1.5,1.0,0.3,0.1,100,19412.27180294197
40x160,40,1.5,1.0,0.3,0.2,50,20463.403519677788
40x160,40,1.5,1.0,0.3,0.2,100,19853.402514612626
40x160,40,1.5,1.0,0.7,0.1,50,17347.09325988047
40x160,40,1.5,1.0,0.7,0.1,100,15847.181425719253
40x160,40,1.5,1.0,0.7,0.2,50,13789.958164816351
40x160,40,1.5,1.0,0.7,0.2,100,14857.124245142473
40x160,40,1.5,3.0,0.3,0.1,50,21220.597615791346
40x160,40,0.5,3.0,0.7,0.1,50,20451.693595392753
40x160,40,1.5,3.0,0.3,0.1,100,21446.331290309477
40x160,40,1.5,3.0,0.3,0.2,100,22192.520844199687
40x160,40,1.5,3.0,0.7,0.1,50,16269.454126316554
40x160,40,1.5,3.0,0.7,0.1,100,16061.186125838405
40x160,40,1.5,3.0,0.7,0.2,50,16143.841448078754
40x160,40,1.5,3.0,0.7,0.2,100,15093.965544131805
40x160,80,0.5,1.0,0.3,0.1,50,20586.122970387012
40x160,80,0.5,1.0,0.3,0.1,100,21020.26094880001
40x160,80,0.5,1.0,0.3,0.2,50,20449.181005226324
40x160,80,0.5,1.0,0.3,0.2,100,21348.06001240866
40x160,80,0.5,1.0,0.7,0.1,50,19968.377364857428
40x160,80,0.5,1.0,0.7,0.1,100,22334.279936978914
40x160,80,0.5,1.0,0.7,0.2,50,20428.623953825052
40x160,40,1.5,3.0,0.3,0.2,50,21942.58526825312
40x160,20,0.5,3.0,0.7,0.1,100,22052.250967799017
40x160,40,0.5,3.0,0.3,0.2,100,24909.641609228802
40x160,40,0.5,3.0,0.3,0.1,100,21360.349381349486
40x160,20,0.5,3.0,0.7,0.2,100,19726.64860370007
40x160,20,1.5,1.0,0.3,0.1,50,19176.752167967123
40x160,20,1.5,1.0,0.3,0.1,100,17906.12571015226
40x160,20,1.5,1.0,0.3,0.2,50,19330.17610094384
40x160,20,1.5,1.0,0.3,0.2,100,19307.194015995177
40x160,20,1.5,1.0,0.7,0.1,50,15237.635389936284
40x160,20,1.5,1.0,0.7,0.1,100,15717.753088310737
40x160,20,1.5,1.0,0.7,0.2,50,13718.294599248002
40x160,20,1.5,1.0,0.7,0.2,100,13693.346309621154
40x160,20,1.5,3.0,0.3,0.1,50,22637.324478799954
40x160,20,1.5,3.0,0.3,0.1,100,19549.859682541373
40x160,20,1.5,3.0,0.3,0.2,50,21944.708711737585
40x160,40,0.5,3.0,0.3,0.2,50,21862.1375791576
40x160,20,1.5,3.0,0.3,0.2,100,19753.183460276818
40x160,20,1.5,3.0,0.7,0.1,100,15045.211163012971
40x160,20,1.5,3.0,0.7,0.2,50,14870.300261053744
40x160,20,1.5,3.0,0.7,0.2,100,17643.228856152095
40x160,40,0.5,1.0,0.3,0.1,50,20315.21038770337
40x160,40,0.5,1.0,0.3,0.1,100,21883.073544617284
40x160,40,0.5,1.0,0.3,0.2,50,20001.212925455995
40x160,40,0.5,1.0,0.3,0.2,100,21254.23269368032
40x160,40,0.5,1.0,0.7,0.1,50,20059.82296913616
40x160,40,0.5,1.0,0.7,0.1,100,18988.95934405964
40x160,40,0.5,1.0,0.7,0.2,50,21662.28208540906
40x160,40,0.5,1.0,0.7,0.2,100,19048.44154032891
40x160,40,0.5,3.0,0.3,0.1,50,22866.586296511457
40x160,20,1.5,3.0,0.7,0.1,50,17035.049467212793
40x160,20,0.5,1.0,0.3,0.1,50,22741.821629248065
40x40,20,0.5,1.0,0.3,0.1,100,5738.361245096028
40x40,80,1.5,3.0,0.7,0.2,100,5788.138091754976
40x40,40,0.5,1.0,0.7,0.2,50,4323.946850385337
40x40,40,0.5,1.0,0.7,0.1,100,4281.437017377351
40x40,40,0.5,1.0,0.7,0.1,50,4355.0660203959615
40x40,40,0.5,1.0,0.3,0.2,100,4491.761447427835
40x40,40,0.5,1.0,0.3,0.2,50,5533.789254435715
40x40,40,0.5,1.0,0.3,0.1,100,4667.598024115085
40x40,40,0.5,1.0,0.3,0.1,50,5265.830760999904
40x40,20,1.5,3.0,0.7,0.2,100,4118.118384951176
40x40,20,1.5,3.0,0.7,0.2,50,4854.130481349041
40x40,20,1.5,3.0,0.7,0.1,100,3592.4133509120393
40x40,20,1.5,3.0,0.7,0.1,50,5020.505145028968
40x40,20,1.5,3.0,0.3,0.2,100,5651.850345685573
40x40,20,1.5,3.0,0.3,0.2,50,5357.414018163474
40x40,20,1.5,3.0,0.3,0.1,100,6548.552015964224
40x40,20,1.5,3.0,0.3,0.1,50,6693.291494198449
40x40,20,1.5,1.0,0.7,0.2,100,2720.9444229247947
40x40,20,1.5,1.0,0.7,0.2,50,3940.477593901793
40x40,20,1.5,1.0,0.7,0.1,100,3013.886648761811
40x40,20,1.5,1.0,0.7,0.1,50,2297.6604147754397
40x40,20,1.5,1.0,0.3,0.2,100,4604.861311681413
40x40,20,1.5,1.0,0.3,0.2,50,4347.963006181646
40x40,20,1.5,1.0,0.3,0.1,100,4020.6163135645584
40x40,20,1.5,1.0,0.3,0.1,50,5291.628768567893
40x40,20,0.5,3.0,0.7,0.2,100,5213.958078726382
40x40,20,0.5,3.0,0.7,0.2,50,4883.004045344592
40x40,40,0.5,1.0,0.7,0.2,100,4826.571923849714
40x40,40,0.5,3.0,0.3,0.1,50,5818.250148202803
40x40,40,0.5,3.0,0.3,0.1,100,5963.053216474782
40x40,40,0.5,3.0,0.3,0.2,50,5625.348126310313
40x40,80,0.5,1.0,0.7,0.1,50,5584.894521153248
40x40,80,0.5,1.0,0.3,0.2,100,5336.265206344642
40x40,80,0.5,1.0,0.3,0.2,50,5407.590642404384
40x40,80,0.5,1.0,0.3,0.1,100,4794.39505066711
40x40,80,0.5,1.0,0.3,0.1,50,6230.3740516149
40x40,40,1.5,3.0,0.7,0.2,100,5202.082342317954
40x40,40,1.5,3.0,0.7,0.2,50,4693.471020375708
40x40,40,1.5,3.0,0.7,0.1,100,4357.347254329633
40x40,40,1.5,3.0,0.7,0.1,50,3790.0321854849126
40x40,40,1.5,3.0,0.3,0.2,100,5253.068316661219
40x40,40,1.5,3.0,0.3,0.2,50,5200.917185591337
40x40,40,1.5,3.0,0.3,0.1,100,6119.125625322816
40x40,20,0.5,3.0,0.7,0.1,100,4915.819429274579
40x40,40,1.5,3.0,0.3,0.1,50,5377.2958631718175
40x40,40,1.5,1.0,0.7,0.2,50,3031.3787323419747
40x40,40,1.5,1.0,0.7,0.1,100,3647.4309638704995
40x40,40,1.5,1.0,0.7,0.1,50,3286.3077254453297
40x40,40,1.5,1.0,0.3,0.2,100,3930.026119334968
40x40,40,1.5,1.0,0.3,0.2,50,4780.949036556743
40x40,40,1.5,1.0,0.3,0.1,100,5275.658421237299
40x40,40,1.5,1.0,0.3,0.1,50,4214.772211710962
40x40,40,0.5,3.0,0.7,0.2,100,5666.763153957115
40x40,40,0.5,3.0,0.7,0.2,50,4814.445734951203
40x40,40,0.5,3.0,0.7,0.1,100,5236.588062313834
40x40,40,0.5,3.0,0.7,0.1,50,6619.68927896855
40x40,40,0.5,3.0,0.3,0.2,100,5874.255085353502
40x40,40,1.5,1.0,0.7,0.2,100,2644.071652404693
40x40,20,0.5,3.0,0.7,0.1,50,5638.860777990485
40x40,20,0.5,3.0,0.3,0.2,100,6373.213597777467
40x40,20,0.5,3.0,0.3,0.2,50,6073.872204992485
40x40,80,0.5,3.0,0.3,0.2,100,6850.103191976546
40x40,80,0.5,3.0,0.3,0.2,50,6527.48541241026
40x40,80,0.5,3.0,0.3,0.1,100,6836.467827154662
40x40,80,0.5,3.0,0.3,0.1,50,7060.675420430195
40x40,80,0.5,1.0,0.7,0.2,100,4632.818190678923
40x40,80,0.5,1.0,0.7,0.2,50,5137.2830296794045
40x40,80,0.5,1.0,0.7,0.1,100,5127.3156120919575
40x40,80,0.5,1.0,0.7,0.1,50,6151.01907405036
40x40,80,0.5,1.0,0.3,0.2,100,5893.042411744978
40x40,80,0.5,1.0,0.3,0.2,50,5654.016978084255
40x40,80,0.5,1.0,0.3,0.1,100,5768.621194441475
40x40,80,0.5,1.0,0.3,0.1,50,6080.338196885472
40x40,80,0.5,3.0,0.7,0.1,50,6252.973021757831
40x40,40,1.5,3.0,0.7,0.2,100,5669.789376235084
40x40,40,1.5,3.0,0.7,0.1,100,5782.149502810156
40x40,40,1.5,3.0,0.7,0.1,50,5651.48186656974
40x40,40,1.5,3.0,0.3,0.2,100,7494.815202311071
40x40,40,1.5,3.0,0.3,0.2,50,5934.585553704272
40x40,40,1.5,3.0,0.3,0.1,100,8428.49442288972
40x40,40,1.5,3.0,0.3,0.1,50,7528.94155941615
40x40,40,1.5,1.0,0.7,0.2,100,4775.226981886722
40x40,40,1.5,1.0,0.7,0.2,50,4446.494255649707
40x40,40,1.5,1.0,0.7,0.1,100,4276.163393756949
40x40,40,1.5,1.0,0.7,0.1,50,4829.9079871796375
40x40,40,1.5,1.0,0.3,0.2,100,4727.664600962642
40x40,40,1.5,1.0,0.3,0.2,50,4357.354462328663
40x40,40,1.5,3.0,0.7,0.2,50,5679.50452927198
40x40,80,0.5,1.0,0.7,0.1,100,4695.164622180844
40x40,80,0.5,3.0,0.7,0.1,100,6812.830012068007
40x40,80,0.5,3.0,0.7,0.2,100,6552.621570918445
40x40,20,0.5,3.0,0.3,0.1,100,5685.292564651674
40x40,20,0.5,3.0,0.3,0.1,50,5100.917974601919
40x40,20,0.5,1.0,0.7,0.2,100,3780.6507774177726
40x40,20,0.5,1.0,0.7,0.2,50,4903.6374201229155
40x40,20,0.5,1.0,0.7,0.1,100,4012.126129052523
40x40,20,0.5,1.0,0.7,0.1,50,3422.99313513833
40x40,20,0.5,1.0,0.3,0.2,100,4040.4954210012265
40x40,20,0.5,1.0,0.3,0.2,50,4680.641577892631
40x40,20,0.5,1.0,0.3,0.1,100,5738.746587804655
40x40,20,0.5,1.0,0.3,0.1,50,4763.522726648957
40x40,80,1.5,3.0,0.7,0.2,100,5889.857821160387
40x40,80,1.5,3.0,0.7,0.2,50,5768.3574147524905
40x40,80,0.5,3.0,0.7,0.2,50,7024.57967790152
40x40,80,1.5,3.0,0.7,0.1,100,5689.979854567589
40x40,80,1.5,3.0,0.3,0.2,100,6465.947733496176
40x40,80,1.5,3.0,0.3,0.2,50,7635.536141552368
40x40,80,1.5,3.0,0.3,0.1,100,6689.285057451067
40x40,80,1.5,3.0,0.3,0.1,50,6140.956365306336
40x40,80,1.5,1.0,0.7,0.2,100,4795.315627937043
40x40,80,1.5,1.0,0.7,0.2,50,4788.633611862026
40x40,80,1.5,1.0,0.7,0.1,100,4521.216616859587
40x40,80,1.5,1.0,0.7,0.1,50,5488.051202961002
40x40,80,1.5,1.0,0.3,0.2,100,5570.388341326157
40x40,80,1.5,1.0,0.3,0.2,50,5505.052105328015
40x40,80,1.5,1.0,0.3,0.1,100,4867.65701004469
40x40,80,1.5,1.0,0.3,0.1,50,5414.398683158759
40x40,80,1.5,3.0,0.7,0.1,50,5872.67904774825
40x40,80,0.5,1.0,0.7,0.2,50,5648.90659822385
40x40,80,0.5,1.0,0.7,0.2,100,3965.820097947782
40x40,80,0.5,3.0,0.3,0.1,50,6462.666308845546
40x40,40,1.5,3.0,0.7,0.2,50,5357.539018263241
40x40,40,1.5,3.0,0.7,0.1,100,5305.971149638564
40x40,40,1.5,3.0,0.7,0.1,50,4915.460086898602
40x40,40,1.5,3.0,0.3,0.2,100,6797.986004979535
40x40,40,1.5,3.0,0.3,0.2,50,6390.169859083142
40x40,40,1.5,3.0,0.3,0.1,100,6562.711581085072
40x40,40,1.5,3.0,0.3,0.1,50,5997.621720280853
40x40,40,1.5,1.0,0.7,0.2,100,4371.754176195442
40x40,40,1.5,1.0,0.7,0.2,50,4304.74391417277
40x40,40,1.5,1.0,0.7,0.1,100,4562.253194031693
40x40,40,1.5,1.0,0.7,0.1,50,4699.72185106097
40x40,40,1.5,1.0,0.3,0.2,100,6180.274821836643
40x40,40,1.5,3.0,0.7,0.2,100,5492.062260612818
40x40,40,1.5,1.0,0.3,0.2,50,5257.911809006266
40x40,40,1.5,1.0,0.3,0.1,50,4724.189142954283
40x40,40,0.5,3.0,0.7,0.2,100,7478.741665800981
40x40,40,0.5,3.0,0.7,0.2,50,5542.35855136447
40x40,40,0.5,3.0,0.7,0.1,100,6192.912266328718
40x40,40,0.5,3.0,0.7,0.1,50,6663.740206982415
40x40,40,0.5,3.0,0.3,0.2,100,6533.567022563086
40x40,40,0.5,3.0,0.3,0.2,50,6265.305424807769
40x40,40,0.5,3.0,0.3,0.1,100,6640.301688571416
40x40,40,0.5,3.0,0.3,0.1,50,6717.202780432691
40x40,40,0.5,1.0,0.7,0.2,100,5016.193188904717
40x40,40,0.5,1.0,0.7,0.2,50,5319.75761692498
40x40,40,0.5,1.0,0.7,0.1,100,5293.526871392927
40x40,40,1.5,1.0,0.3,0.1,100,4732.130303065812
40x40,40,0.5,1.0,0.7,0.1,50,5262.117176787373
40x40,80,0.5,1.0,0.3,0.1,50,6180.2061556264525
40x40,80,0.5,1.0,0.3,0.2,50,5997.759817030861
40x40,80,1.5,3.0,0.7,0.1,50,5118.074468761076
40x40,80,1.5,3.0,0.3,0.2,100,7379.42269912518
40x40,80,1.5,3.0,0.3,0.2,50,6550.35326017013
40x40,80,1.5,3.0,0.3,0.1,100,7093.57614879804
40x40,80,1.5,3.0,0.3,0.1,50,6977.214522991111
40x40,80,1.5,1.0,0.7,0.2,100,4894.350424098713
40x40,80,1.5,1.0,0.7,0.2,50,5553.423178852232
40x40,80,1.5,1.0,0.7,0.1,100,4412.046244907337
40x40,80,1.5,1.0,0.7,0.1,50,4410.818930982394
40x40,80,1.5,1.0,0.3,0.2,100,5525.089906537029
40x40,80,1.5,1.0,0.3,0.2,50,6365.205921157834
40x40,80,1.5,1.0,0.3,0.1,100,5079.216146930933
40x40,80,0.5,1.0,0.3,0.1,100,6081.216098164694
40x40,80,1.5,1.0,0.3,0.1,50,6107.5087269026135
40x40,80,0.5,3.0,0.7,0.2,50,6836.5581020997
40x40,80,0.5,3.0,0.7,0.1,100,6403.5847539922015
40x40,80,0.5,3.0,0.7,0.1,50,5994.7451273680645
40x40,80,0.5,3.0,0.3,0.2,100,7036.634682816135
40x40,80,0.5,3.0,0.3,0.2,50,7492.3834821005275
40x40,80,0.5,3.0,0.3,0.1,100,7255.377837059514
40x40,80,0.5,3.0,0.3,0.1,50,6475.5000294270385
40x40,80,0.5,1.0,0.7,0.2,100,6759.679322853942
40x40,80,0.5,1.0,0.7,0.2,50,4896.10223266581
40x40,80,0.5,1.0,0.7,0.1,100,5241.002835190411
40x40,80,0.5,1.0,0.7,0.1,50,5212.457239973572
40x40,80,0.5,1.0,0.3,0.2,100,5879.001760114932
40x40,80,0.5,3.0,0.7,0.2,100,5917.366297793832
40x40,40,1.5,1.0,0.3,0.1,100,4748.706763207357
40x40,40,0.5,1.0,0.3,0.2,100,5338.017098648018
40x40,40,0.5,1.0,0.3,0.1,100,5443.839458073062
40x40,20,0.5,1.0,0.3,0.2,50,5382.285174617495
40x40,20,0.5,1.0,0.3,0.1,100,6195.145978902128
40x40,20,0.5,1.0,0.3,0.1,50,5754.694944231872
40x40,80,1.5,3.0,0.7,0.2,100,4379.498167322186
40x40,80,1.5,3.0,0.7,0.2,50,4663.062037697988
40x40,80,1.5,3.0,0.7,0.1,100,4789.272793214092
40x40,80,1.5,3.0,0.7,0.1,50,4329.002635962706
40x40,80,1.5,3.0,0.3,0.2,100,5504.394588553275
40x40,80,1.5,3.0,0.3,0.2,50,6888.152285770809
40x40,80,1.5,3.0,0.3,0.1,100,6523.956458037972
40x40,80,1.5,3.0,0.3,0.1,50,5845.422358035976
40x40,80,1.5,1.0,0.7,0.2,100,3876.732124501245
40x40,20,0.5,1.0,0.3,0.2,100,5649.4503137253905
40x40,80,1.5,1.0,0.7,0.2,50,2881.211495988776
40x40,80,1.5,1.0,0.7,0.1,50,4187.567940097051
40x40,80,1.5,1.0,0.3,0.2,100,5385.395770804973
40x40,80,1.5,1.0,0.3,0.2,50,4139.193229613561
40x40,80,1.5,1.0,0.3,0.1,100,4847.462386206719
40x40,80,1.5,1.0,0.3,0.1,50,4509.973873620749
40x40,80,0.5,3.0,0.7,0.2,100,5091.271012494499
40x40,80,0.5,3.0,0.7,0.2,50,6409.988234144036
40x40,80,0.5,3.0,0.7,0.1,100,5703.9618953972695
40x40,80,0.5,3.0,0.7,0.1,50,5987.873992785499
40x40,80,0.5,3.0,0.3,0.2,100,6184.356574772484
40x40,80,0.5,3.0,0.3,0.2,50,6217.49881254633
40x40,80,0.5,3.0,0.3,0.1,100,6754.366537951812
40x40,80,1.5,1.0,0.7,0.1,100,3912.2670352335936
40x40,40,0.5,1.0,0.3,0.2,50,5877.310226312239
40x40,20,0.5,1.0,0.7,0.1,50,5638.168682650305
40x40,20,0.5,1.0,0.7,0.2,50,4968.5926754793545
40x40,40,0.5,1.0,0.3,0.1,50,5314.456273757857
40x40,20,1.5,3.0,0.7,0.2,100,4476.7894524902595
40x40,20,1.5,3.0,0.7,0.2,50,4811.201831195522
40x40,20,1.5,3.0,0.7,0.1,100,4575.849833707474
40x40,20,1.5,3.0,0.7,0.1,50,5491.981140673117
40x40,20,1.5,3.0,0.3,0.2,100,6039.854492599541
40x40,20,1.5,3.0,0.3,0.2,50,6328.519942127029
40x40,20,1.5,3.0,0.3,0.1,100,6333.238664920689
40x40,20,1.5,3.0,0.3,0.1,50,6271.793324399916
40x40,20,1.5,1.0,0.7,0.2,100,4140.094995872796
40x40,20,1.5,1.0,0.7,0.2,50,4121.77515894561
40x40,20,1.5,1.0,0.7,0.1,100,4116.588317697264
40x40,20,0.5,1.0,0.7,0.1,100,4711.049068612178
40x40,20,1.5,1.0,0.7,0.1,50,4101.437937500281
40x40,20,1.5,1.0,0.3,0.2,50,4263.289903218249
40x40,20,1.5,1.0,0.3,0.1,100,5682.4437985835975
40x40,20,1.5,1.0,0.3,0.1,50,4518.783930896636
40x40,20,0.5,3.0,0.7,0.2,100,6730.285141840388
40x40,20,0.5,3.0,0.7,0.2,50,6163.587491152113
40x40,20,0.5,3.0,0.7,0.1,100,6002.217889478094
40x40,20,0.5,3.0,0.7,0.1,50,6550.94100658386
40x40,20,0.5,3.0,0.3,0.2,100,5913.864215521518
40x40,20,0.5,3.0,0.3,0.2,50,6675.5628465441005
40x40,20,0.5,3.0,0.3,0.1,100,6660.334959329897
40x40,20,0.5,3.0,0.3,0.1,50,6679.813766266576
40x40,20,0.5,1.0,0.7,0.2,100,4501.911643630621
40x40,20,1.5,1.0,0.3,0.2,100,5665.193489891095
40x40,40,1.5,1.0,0.3,0.1,50,4565.828979237207
40x40,40,0.5,3.0,0.7,0.2,100,5674.668352212502
40x40,40,0.5,3.0,0.7,0.2,50,5530.741647950519
40x40,80,1.5,1.0,0.7,0.2,100,3666.9576272136173
40x40,80,1.5,1.0,0.7,0.2,50,3775.340144668277
40x40,80,1.5,1.0,0.7,0.1,100,3838.1410120919654
40x40,80,1.5,1.0,0.7,0.1,50,3743.923971292097
40x40,80,1.5,1.0,0.3,0.2,100,5245.4269750063895
40x40,80,1.5,1.0,0.3,0.2,50,4705.1124809474595
40x40,80,1.5,1.0,0.3,0.1,100,4871.947151788843
40x40,80,1.5,1.0,0.3,0.1,50,6456.804194985107
40x40,80,0.5,3.0,0.7,0.2,100,6517.583311111792
40x40,80,0.5,3.0,0.7,0.2,50,6299.060164858045
40x40,80,0.5,3.0,0.7,0.1,100,7046.15162013667
40x40,80,0.5,3.0,0.7,0.1,50,6605.885543639308
40x40,80,1.5,3.0,0.3,0.1,50,6515.501879955404
40x40,80,0.5,3.0,0.3,0.2,100,7074.5448918727925
40x40,80,0.5,3.0,0.3,0.1,100,6315.251746890553
40x40,80,0.5,3.0,0.3,0.1,50,7479.321292032623
40x40,80,0.5,1.0,0.7,0.2,100,6821.478405995573
40x40,80,0.5,1.0,0.7,0.2,50,5314.283019156177
40x40,80,0.5,1.0,0.7,0.1,100,4701.080498840363
40x40,80,0.5,1.0,0.7,0.1,50,6114.84149790185
40x40,80,0.5,1.0,0.3,0.2,100,5894.4325611237255
40x40,80,0.5,1.0,0.3,0.2,50,5715.742512138624
40x40,80,0.5,1.0,0.3,0.1,100,5853.343446425353
40x40,80,0.5,1.0,0.3,0.1,50,6488.059362573408
40x40,40,1.5,3.0,0.7,0.2,100,4902.567526211259
40x40,40,1.5,3.0,0.7,0.2,50,4488.220656011868
40x40,80,0.5,3.0,0.3,0.2,50,6195.6307411629405
40x40,40,1.5,3.0,0.7,0.1,100,4655.560002186015
40x40,80,1.5,3.0,0.3,0.1,100,6428.405593404728
40x40,80,1.5,3.0,0.3,0.2,100,6120.96706559205
40x40,20,1.5,1.0,0.7,0.1,100,2315.7650241230913
40x40,20,1.5,1.0,0.7,0.1,50,2376.491350892939
40x40,20,1.5,1.0,0.3,0.2,100,3575.454818621808
40x40,20,1.5,1.0,0.3,0.2,50,4315.177878006185
40x40,20,1.5,1.0,0.3,0.1,100,3267.1295029259513
40x40,20,1.5,1.0,0.3,0.1,50,4136.983700707308
40x40,20,0.5,3.0,0.7,0.2,100,4963.3425656767795
40x40,20,0.5,3.0,0.7,0.2,50,5208.158045850358
40x40,20,0.5,3.0,0.7,0.1,100,4493.034336813083
40x40,20,0.5,3.0,0.7,0.1,50,4916.544444057039
40x40,20,0.5,3.0,0.3,0.2,100,6123.267356666082
40x40,20,0.5,3.0,0.3,0.2,50,5739.117503379813
40x40,80,1.5,3.0,0.3,0.2,50,6130.424818747236
40x40,20,0.5,3.0,0.3,0.1,100,5568.214623687898
40x40,20,0.5,1.0,0.7,0.2,100,3484.0714564150785
40x40,20,0.5,1.0,0.7,0.2,50,3888.5342900527926
40x40,20,0.5,1.0,0.7,0.1,100,4203.13342708678
40x40,20,0.5,1.0,0.7,0.1,50,4607.885614024473
40x40,20,0.5,1.0,0.3,0.2,100,3964.0358931628843
40x40,20,0.5,1.0,0.3,0.2,50,4369.954539709459
40x40,20,0.5,1.0,0.3,0.1,100,4328.309716811142
40x40,20,0.5,1.0,0.3,0.1,50,4181.327199866425
40x40,80,1.5,3.0,0.7,0.2,100,4664.785276496419
40x40,80,1.5,3.0,0.7,0.2,50,4739.624888331939
40x40,80,1.5,3.0,0.7,0.1,100,5723.178426832592
40x40,80,1.5,3.0,0.7,0.1,50,4643.294842968077
40x40,20,0.5,3.0,0.3,0.1,50,5697.712291403777
40x40,20,1.5,1.0,0.7,0.2,50,4678.655199530874
40x40,40,1.5,3.0,0.7,0.1,50,4607.348442979014
40x40,40,1.5,3.0,0.3,0.2,50,5613.6335015033
40x40,20,1.5,3.0,0.3,0.2,100,5511.7255716422715
40x40,20,1.5,3.0,0.3,0.2,50,6314.695755966419
40x40,20,1.5,3.0,0.3,0.1,100,5511.249725067071
40x40,20,1.5,3.0,0.3,0.1,50,6094.18622307549
40x40,20,1.5,1.0,0.7,0.2,100,3665.610098673216
40x40,20,1.5,1.0,0.7,0.2,50,3626.392839728327
40x40,20,1.5,1.0,0.7,0.1,100,3575.0940283817536
40x40,20,1.5,1.0,0.7,0.1,50,3417.48184308742
40x40,20,1.5,1.0,0.3,0.2,100,4943.915960949939
40x40,20,1.5,1.0,0.3,0.2,50,4723.668946748754
